DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
;;ORWO UK-14 Orwochrom Color Reversal #UK14;Agfacolor Ultra K derivative;;;DDR;1964;1970;;0;OrwoUK14.jpg
;;ORWO UK-17 Orwochrom Color Reversal #UK17;;;;DDR;1974;1992;;0;OrwochromUK17.jpg
;;ORWO UK-18 Orwocolor Color Reversal #UK18;;;;DDR;1970;1974;;0;OrwoColorUK18.jpg
;;ORWO UK-20 Orwochrom Color Reversal #UK20;;;;DDR;;;;0;
;;Orwo UN-54 Universal Negative Film ISO 100 #UN54;Cine film, only in 400 ft bulk roll;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;OrwoUN54.jpg
;;ORWO UP-11 Fernseh Umkehr Film #UP11;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-15 panchromatic slide #UP15;TV Reversible film;VEB FilmfabrikWolfen;;DDR;;;;0;OrwoUP15.jpg
;;ORWO UP-21 Fernseh Umkehr Film #UP21;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-22 Fernseh Umkehr Film #UP22;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-27 Fernseh Umkehr Film #UP27;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-3 Fernseh Umkehr Film #UP3;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-31 Fernseh Umkehr Film #UP31;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-32 Fernseh Umkehr Film #UP32;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UP-51 Fernseh Umkehr Film #UP51;TV Reversible film. Only 8 & 16mm ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo US-11 Reversal Film #US11;Reversible special film;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo UT-13 (ISO 16) ORWOCOLOR #UT13;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo UT-15 (ISO 25) ORWOCHROM #UT15;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo UT-16 (ISO 32) Color ORWOCHROM #UT16;;VEB FilmfabrikWolfen;;DDR;~1968;~1977 ?;;0;OrwoColorUT16.jpg
;;Orwo UT-18 (ISO 50) ORWOCHROM (no DX coded) #UT18;Second version derivated from UT-20;VEB FilmfabrikWolfen;;DDR;1978;1988;;0;OrwoUT18v2.jpg
;;Orwo UT-18 (ISO 50) ORWOCHROM #UT18;First version, with quality (stability) problems…;VEB FilmfabrikWolfen;;DDR;1966;1968;;0;OrwochromUT18.jpg
;;Orwo UT-18 (ISO 50) ORWOCHROM DX coded #UT18;Second version derivated from UT-20, DX coded;VEB FilmfabrikWolfen;;DDR;1988;1992;;0;OrwoUT18v2.jpg
;;Orwo UT-18 (ISO 50) ORWOCHROM Improved #UT18;New version without stability problem;VEB FilmfabrikWolfen;;DDR;1968;1977;;0;OrwochromUT18.jpg
;;Orwo UT-20 (ISO 50) ORWOCHROM #UT20;;VEB FilmfabrikWolfen;;DDR;1977;1986;;0;OrwochromeUT20.jpg
;;Orwo UT-21 (ISO 100) ORWOCHROM export version #UT21;;VEB FilmfabrikWolfen;;DDR;1978;1988;;0;
;;Orwo UT-21 (ISO 100) ORWOCHROM export version DX coded #UT21;;VEB FilmfabrikWolfen;;DDR;1988;1992;;0;
;;Orwo UT-21 (ISO 100) ORWOCHROM second version #UT21;;VEB FilmfabrikWolfen;;DDR;1974;1977;;0;
;;Orwo UT-21 (ISO 100) ORWOCHROM second version #UT21;;VEB FilmfabrikWolfen;;DDR;1965;1970;;0;OrwoUT21generic.jpg
;;Orwo UT-21 Spezial (ISO 100 and more) ORWOCHROM #UT21;Selected UT21 with better sensibility;VEB FilmfabrikWolfen;;DDR;1970;;;0;
;;Orwo UT-23 (ISO 160) Orwochrom #UT23;;VEB FilmfabrikWolfen;;DDR;1982;1988;;0;OrwochromeUT23.jpg
;;ORWO UV-1 Ultraviolet sheet film #UV1;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UV-2 Ultraviolet sheet film #UV2;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO UX-1 Umkehr kopier Film #UX1;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO VF-2 Vermessungs Film #VF2;Surveillance film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO VF-3 Vermessungs Film #VF3;Surveillance film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO VF-4 Vermessungs Film #VF4;Surveillance film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO WO-1 Gelb Rapid orthochrome #WO1;Plate only ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo WOLFEN DN21 B&W Film ISO 13 #DN-21;Duplicating panchromatic emulsion, 135-36 cassette;Orwo-Filmotec/inovisCoat;;Made in Germany;June 2022 ?;;;2;
;;Orwo WOLFEN DP31 B&W Film ISO 8 #DP-31;Duplicating panchromatic film, high contrast. 135-36 cassette;Orwo-Filmotec/inovisCoat;;Made in Germany;June 2022 ?;;;2;
;;Orwo WOLFEN FP2 B&W Film ISO 3 #FP-2;Fine grain orthochromatic, transparent film base. 135-36 cassette;Orwo-Filmotec/inovisCoat;;Made in Germany;June 2022 ?;;;2;
;;Orwo WOLFEN NC 400 Color #nc400;C-41 process, 500 ASA. Could be based on Agfa XT320 formula, coated by OrWo Bitterfeld-Wolfen. Limited edition…;Orwo-Filmotec/inovisCoat;;Made in Germany;2023 ?;;;2;OrwoWolfenNC400.jpg
;;Orwo WOLFEN NC 500 Color #nc500;C-41 process, 500 ASA. Could be based on Agfa XT320 formula, coated by OrWo Bitterfeld-Wolfen. Limited edition…;Orwo-Filmotec/inovisCoat;;Made in Germany;June 2022;;;2;OrwoWolfenNC500.jpg
;;Orwo WOLFEN NP100 B&W Film ISO 100 #UN54;UN54 with an additional dyed antihalation layer, preventing the formation of a reflection halo.;Orwo-Filmotec/inovisCoat;4;Made in Germany;April 2022;;;2;
;;Orwo WOLFEN NP400 B&W Film ISO 100 #N75;N75 with an additional dyed antihalation layer ?;Orwo-Filmotec/inovisCoat;2;Made in Germany;June 2022 ?;;;2;
;;Orwo XR-11 X-ray dental #XR11;Mini sheet for dental x-ray;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoXR11.jpg
;;Orwo ZP-1 Astro #ZP1;Plate only ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo ZP-3 Astro #ZP3;Plate only ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo ZU-1 Astro #ZU1;Plate only ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo ZU-2 Astro #ZU2;Plate only ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo ZU-21 Astro #ZU21;Plate only ?;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Osco Color Print ISO 100;Konica VX 100;;1;;;;Albertson's;0;
0461;004613;Osco Color Print ISO 200 Sav-On Osco;Konica VX 200;;3;;;;Albertson's;0;SavOnColor200.jpg
;;Osco Color Print ISO 400;Konica VX 400;;1;;;;Albertson's;0;
;;Owax A2SH 400 ASA;Astrum/Svema A2SH film;;4;;;;Owax Film ;2;
;;Owax Color 125 ASA;Astrum/Svema color film, could be rebranded film by Astrum;;3;;;;Owax Film ;2;
;;Owax Dr Brownie 6 ASA;Astrum/Svema film;;3;;;;Owax Film ;2;
;;Owax film 120 - 6/24 asa;"""Coating and handcafted emulsion"" Similar to Washi Film.";;1;;;;Owax Film ;2;
;;Owax film Ginger 120 – 6/24 asa;Paper base, handcrafted;Owax;;;;;Owax Film ;2;
;;Owax film Ginger 50 120 / 220 – 50/400 asa;Set by double jet machine;Owax;;;;;Owax Film ;2;
;;Owax FN64 - 64 ASA;Astrum/Svema FN 64;;4;;;;Owax Film ;2;
;;Owax Foto 100 ASA;Astrum/Svema Foto 100;;4;;;;Owax Film ;2;
;;Owax Foto 200 ASA;Astrum/Svema Foto 200;;4;;;;Owax Film ;2;
;;Owax Foto 400 ASA;Astrum/Svema Foto 400;;4;;;;Owax Film ;2;
;;Owax Infrared Color 400 ASA #IR;"""Identical to Aerochrome"" E6 process. Could be Astrum IR film from old Kodak stocks…";;3;;;;Owax Film ;0;
;;Owax MZ3 - 3 ASA;Astrum/Svema microfilm MZ-3;;4;;;;Owax Film ;2;
;;Owax NK2 Tasma - 100 ASA;"Astrum. ""Manufactured by Tasma"" NK-2 Film. (Tasma only coat 16 & 8mm film, so it's Astrum NK-2)";;4;;;;Owax Film ;2;
;;Owax OÏKO - 100 ASA ;Unknown industrial emulsion. Astrum ?;;0;;;;Owax Film ;2;
;;Owax Onidis - 400 ASA;"""similar of Bergger"" Could be Orwo N74+";;3;;;;Owax Film ;2;
;;Owax Positif;Astrum/Svema Micrat-Orto;;3;;;;Owax Film ;1;
;;Owax Supra Positif - 0,8 ASA;Astrum/Svema « super positif film », Could be a rebrand by Svema/Astrum… ISO 0.8;;1;;;;Owax Film ;2;
;;Owax Violeta - 10 ASA;Sound recording film. Could be Astrum ZT-8;;2;;;;Owax Film ;2;
;;P.R.O. Pan Panchrommatic Professional PROPAN;Gevaert film;Gevaert;3;Made in Belgium, Printed in USA;;;;0;ProPan.jpg
;;PACE PACECHROME;;;;Made in USA;;;Pace Photo Products, INC, New York;0;Pacechrome.jpg
;;Pacific Prestige Color film ASA 80;Agfa film ? Agfacolor process;;;;;;Pacific Film Laboratories pty Limited, Autralia;0;
;;PacificFilm for color print ASA 80;;;;Made in Japan;;;Pacific Film Laboratories pty Limited, Autralia;0;
0033;000333;PacificFilm for color print ISO 100;;;;Made in Japan;;;Pacific Film Laboratories pty Limited, Autralia;0;PacificColor.jpg
;;Pajet Roll Film;;Paget Prize Plate Co;;;End of 10’s ?;20’s;Paget Prize Plate Co;0;
;;Pakolor A Color film (Artificial light);;Photo Chimical Co LTD;;Made in UK;1952;1958;Associated British-Pathe LTD;0;PakolorA-D-BandW.jpg
;;Pakolor D Color film (Daylight);;Photo Chimical Co LTD;;Made in UK;1952;1958;Associated British-Pathe LTD;0;PakolorA-D-BandW.jpg
;;Pakolor PK24 Universal colour negative;;;;Made in UK ?;1956;1958;Pakolor Limited, UK;0;
;;PAL Panchro Film;14x14 format;;;Made in Japan;;;;0;PAL.jpg
;;Panagor Coulourprint DX HR100;;;;Made in European Community;;End of 2000’s ?;By FOCAS s.r.l – Firenze, Italy;0;PanagorHR100.jpg
;;Panraf Film;Re-spooled aerial RAF film sold just after the WW 2;;;UK;;;;0;
;;Paragon Film;C-22 process;;;;;;;0;
;;Paterson Acupan 200;Foma T200;;4;;;~2001;Paterson Group International;0;PatersonAcupan200.jpg
;;Paterson Acupan 800;Foma T800;;4;;;~2001;Paterson Group International;0;PatersonAcupan800.jpg
;;Paterson Phototec 100 Pan;Fomapan;Made in Europe;2;;1998 ?;~2005 ?;Paterson Group International;0;PatersonPhotec100.jpg
;;Paterson Phototec 200 Pan;Fomapan;Made in Europe;2;;~2000’s ?;~2005 ?;Paterson Group International;0;
;;Paterson Phototec 400 Pan;Fomapan;Made in Europe;2;;1998 ?;~2005 ?;Paterson Group International;0;PatersonPhotec400.jpg
;;Pathé Coloratura Pathe;;Pathé Exchange;;;1931;;;0;
;;Pathé Extra rapide Orthochromatique Pathe;;Pathé-Cinéma;;Made in France;~20's;;Pathé-Cinéma;0;PatheOrtho.jpg
;;Pathé Rapide Orthochromatic Pathe P20;;Pathé-Cinéma;;Made in France (Vincennes);~20's;30's ?;Pathé-Cinéma;0;PatheRapide.jpg
;;Pathmark Color Print Film ATG200;;Konica ?;;;;;PathMark Supermarket;0;
;;Pathmark Color Print Film ISO 200;;;;;;;PathMark Supermarket;0;PathmarkColor200.jpg
;;Pathmark Color Print Film ISO 400;;;;;;;PathMark Supermarket;0;
;;Pathmark HR100 Color Print;;;;;;;PathMark Supermarket;0;PathMarkHR100.jpg
;;PATXI AZNAR ISO 200;;;;;;;;0;Patxi.jpg
1843;018434;PC Color 100;Perutz;;;;;;;0;
;;PC President's Choice / Le choix du Président ISO 100;Fuji Superia 100 or X-tra 100;;1;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;
0624;706243;PC President's Choice / Le choix du Président ISO 200;Fuji Superia 200 or X-tra 200;;3;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;PC200.jpg
0626;706263;PC President's Choice / Le choix du Président ISO 400;Fuji Superia 400 or X-tra 400;;3;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;PC400.jpg
;;PC President's Choice / Le choix du Président ISO 400 Rainbow box;;;;;;;Loblaw Companies Limited / Sunfresh Canada;0;PC400rainbow.jpg
0561;405613;PC President's Choice / Le choix du Président ISO 800;Fuji Superia 800 or X-tra 800;;3;Packaged in USA;1991 ?;;Loblaw Companies Limited / Sunfresh Canada;0;PC800.jpg
;;Pepsi ISO 200 Color Film;Kodak film;;;;;;Pepsi;0;PepsiISO200.jpg
;;Perfect Photo – Perfect Pan 2/1 #perfect-pan;Gevaert Film;Gevaert;3;Made in Belgium;1962;;Perfect Photo Inc, USA;0;PerfectPan.jpg
;;Perfect Photo – Perfect Pan B&W Fine Grain Panchromatic (Red yellow blue box) #perfect-pan;Gevaert Film;;;Made in USA;;;Perfect Photo Inc, USA;0;
;;Perfect Photo – Perfect Pan B&W Fine Grain Panchromatic (Yellow black red box) #perfect-pan;Gevaert Film;Gevaert;3;Made in Belgium;;;Perfect Photo Inc, USA;0;
0303;003034;Perfecta Film ISO 200;(Uncertain DX number…) Ferrania Scotch Color;;1;;;;;0;Perfecta200.jpg
;;PERRY PhotoShop Color Film;;;;;;;Perry;0;
;;Persil 100 DX;;;;;;;Unilever?!?;0;Persil.jpg
;;Perutz 100 Chrome;Agfachrome CT100;Agfa-Gevaert;3;;1985;1986;Kaufhäuser;0;
;;Perutz 17 DIN B&W;;;;;;;Perutz Photowerke GMBH München;0;
1846;018460;PERUTZ 200 Color;;;;;;;;0;
;;Perutz 21 DIN B&W;;;;;;;Perutz Photowerke GMBH München;0;Perutz21.jpg
;;Perutz 27 DIN B&W;;;;;;;Perutz Photowerke GMBH München;0;
0057;000570;Perutz Chrome CR100;Agfachrome CT100i/ CTx100/CTprecisa 100;Agfa-Gevaert;3;Made in Germany;1992;2005;Kaufhäuser;0;PerutzCR100.jpg
;;Perutz Color 50;Perutz Color C 18 for US market;Perutz Fotowerken;3;;~1961;70's;Kaufhäuser;0;
;;Perutz Color Reversal film Umkehr-Film C18 slide;Renamed Peruchrome C18 in 1973;;;;~1960;1973;Perutz Photowerke GMBH München;0;PerutzSildeC18-1962.jpg
1852;018520;Perutz Color SC100;Agfacolor HDC;Agfa-Gevaert;3;;;~1995 ?;Kaufhäuser;0;PerutzSC100.jpg
1846;018460;Perutz Color SC200;Agfacolor HDC;Agfa-Gevaert;3;;;~1995 ?;Kaufhäuser;0;PerutzSC200.jpg
1848;018480;Perutz Color SC400;Agfacolor HDC;Agfa-Gevaert;3;;;~1995 ?;Kaufhäuser;0;
;;Perutz Dup-Negativ;Copy film ?;;;;;;Otto Perutz;0;
;;Perutz Dup-Positiv;Copy film ?;;;;;;Otto Perutz;0;
;;Perutz Fine-grain Film;;;;;~30's;;Otto Perutz;0;
;;Perutz Graphic B (12° Sch.) ;blue sensitive film;;;;~1930;;Otto Perutz;0;
;;Perutz Miniature Reversal (ASA 50);;;;;;;Otto Perutz;0;
;;Perutz Neo Persenso (26° Sch.) ;;;;;20’s;;Otto Perutz;0;
;;Perutz Neo-Perseno;;;;;~1930;;Otto Perutz;0;
;;Perutz Pergrano 11 (10/10° Sch.) ;;;;;~1930;;Otto Perutz;0;PerutzPergrano11.jpg
;;Perutz Pergrano 14 (14° Sch.) ;;;;;40’s;;Otto Perutz;0;PerutzPergrano14.jpg
;;Perutz Perkine Super;;;;;;;Otto Perutz;0;
;;Perutz Perkine U21, N17, U15, N17, N21…;8 & 16mm film, lot of references…;;;;;;Otto Perutz;0;
;;Perutz Perkine-27 Negative Film #perkine24;35mm motion picture film, ASA 400;;;Made in Germany;60’s ?;;Perutz Photowerke GMBH;0;
;;Perutz Peromnia 19 B&W;;Trockenplattenfabrik Munchen GmbH;;;20’s;;Otto Perutz;0;Peromnia19.jpg
;;Perutz Peromnia 21 B&W;;;;;40's ?;;Otto Perutz;0;PerutzPeromnia21.jpg
;;Perutz Peromnia 23 B&W;;;;;~1954;;Otto Perutz;0;PerutzPeromnia23.jpg
;;Perutz Peromnia 25 B&W;;;;;~1956 ?;;Otto Perutz;0;PerutzPeromnia25.jpg
;;Perutz Peromnia 26° Sch;;;;;~1933;;Otto Perutz;0;
;;Perutz Peromnia 27 B&W;;;;;~1958;;Otto Perutz;0;
;;Perutz Perpantic 17 B&W;;;;;~1937 ?;;Otto Perutz;0;PerutzPerpantic17.jpg
;;Perutz Perpantic 18 B&W;;;;;~1937 ?;;Otto Perutz;0;PerutzPerpantic18.jpg
;;Perutz Perpantic B&W;;;;;20’s;;Otto Perutz;0;
;;Perutz Persenso Fine-grain Film (23° Sch.) ;;;;;~1930;~1934;Otto Perutz;0;PerutzePersenso.jpg
;;Perutz Persenso Fine-grain Film (26° Sch.) ;;;;;~1934;;Otto Perutz;0;PerutzePersenso.jpg
;;Perutz Peruchrome ASA 32;For US Market ?;Perutz Fotowerken;;;~1963;70’s ??;Otto Perutz / Kaufhäuser ?;0;
;;Perutz Peruchrome C18;Agfachrome CT 18;Agfa-Gevaert;3;;1983;;Kaufhäuser;0;
;;Perutz Peruchrome C18;;Perutz Fotowerken;;;1958;1972;Otto Perutz / Kaufhäuser ?;0;
;;Perutz Peruchrome C19 – 64 ASA;Agfachrome CT 64;Agfa-Gevaert;3;;1983;1985;Kaufhäuser;0;PeruchromeC19.jpg
;;Perutz Peruchrome C19 – 64 ASA;Agfacolor CT18;Became Agfachrome in 1978;2;;1973? Or 60’s…;1983;Kaufhäuser;0;PeruchromeC19-60s.jpg
;;Perutz Perucolor;Agfacolor CNS;Agfa-Gevaert;3;;1971;1976;Kaufhäuser;0;
;;Perutz Perucolor;Agfacolor CNS 2;Agfa-Gevaert;3;;1976;1983;Kaufhäuser;0;
;;Perutz Perucolor 100;Agfacolor 100 (C-41);Agfa-Gevaert;3;;1983;1985;Kaufhäuser;0;Perucolor100.jpg
;;Perutz Perucolor 20;;;;;1982;~1985 ?;Kaufhäuser;0;
;;Perutz Peruton-C;Copy film ?;;;;;;Otto Perutz;0;
;;Perutz Perutzcolor C18;;Perutz Fotowerken;;;;70’s ?;Otto Perutz / Kaufhäuser ?;0;
;;Perutz Porträt Matt 21/10° DIN – Portrait Planfilm;Matt sheet;;;;;;Otto Perutz;0;PerutzPortrat.jpg
;;Perutz Positive Feinkornfilm;;;;;;;Perutz Photowerk Munchen;0;
0274;002744;Perutz PR100 Color;Agfacolor XR;Agfa-Gevaert;3;;~1990 ?;1995;Kaufhäuser;0;PerutzPR100.jpg
0274;002744;Perutz PR100 Color (four squares);Agfacolor XR;Agfa-Gevaert;3;;1985;~1990 ?;Kaufhäuser;0;PerutzColorPR100squares.jpg
;;Perutz PR200 Color;Agfacolor XR;Agfa-Gevaert;3;;~1990 ?;1995;Kaufhäuser;0;
;;Perutz PR200 Color (four squares);Agfacolor XR;Agfa-Gevaert;3;;1985;~1990 ?;Kaufhäuser;0;PerutzColorPR100squares.jpg
;;Perutz PR400 Color;Agfacolor XR;Agfa-Gevaert;3;;~1990 ?;1995;Kaufhäuser;0;
;;Perutz PR400 Color (four squares);Agfacolor XR;Agfa-Gevaert;3;;1985;~1990 ?;Kaufhäuser;0;PerutzColorPR100squares.jpg
1847;018470;Perutz Primera 100;Agfacolor Vista;Agfa-Gevaert;3;;2002;2005;Kaufhäuser;0;PerutzPrimera100.jpg
0760;007600;Perutz Primera 100-A;;Agfa;;;;;;0;
0497;004970;Perutz Primera 200 ;Agfacolor Vista;Agfa-Gevaert;3;;2002;2005;;0;PerutzPrimera200Last.jpg
0753;007530;Perutz Primera 200 ;;Agfa;;;~2002;~2009;;0;PerutzPrimera200Last.jpg
0625;406254;Perutz Primera 200 ;"Fujicolor C200. ""Perutz is used under licence of AgfaPhoto [...] Agfaphoto does not manufacture these products""";Fuji;;Made in Japan;;;Minilab Factory GmbH;0;PerutzPrimera200Last.jpg
0726;007260;Perutz Primera 200 APS;;Agfa;;;;;;0;
0728;007280;Perutz Primera 200 APS-N;;Agfa;;;;;;0;
0738;007380;Perutz Primera 200-N;;Agfa;;;;;;0;
0756;007560;Perutz Primera 200-N;Agfacolor;Agfa;;;;;;0;
1850;018500;Perutz Primera 400;Agfacolor Vista;Agfa-Gevaert;3;;2002;2005;Kaufhäuser;0;
0740;007400;Perutz Primera 400-N;;Agfa;;;;;;0;
0757;007570;Perutz Primera 400-N;;Agfa;;;;;;0;
0498;004980;Perutz Primera 800;;Agfa;;;~2001;;;0;
0754;007540;Perutz Primera 800;;Agfa;;;~2002;;;0;
0758;007580;Perutz Primera 800-N;;Agfa;;;;;;0;
;;Perutz Rectepan;;Otto Perutz ?;;;~1930;;Otto Perutz;0;
;;Perutz Röntgen-Schirmbild (x-ray) #xray rontgen;;;;;40’s ??;;Otto Perutz;0;
1852;018520;Perutz SC 100 Color New #SC100New;Agfacolor Vista;Agfa-Gevaert;3;;1995;2002;Kaufhäuser and Europa-Foto ;0;PerutzSC100new.jpg
1841;018410;Perutz SC 100-2 Color #SC100II;;Agfa;;;;;;0;
1843;018430;Perutz SC 100-3 Color #SC100III;;Agfa;;;;;;0;
1844;018444;Perutz SC 200 Color New #SC200New;Agfacolor Vista;Agfa-Gevaert;3;;1995;2002;Kaufhäuser and Europa-Foto ;0;
1851;018510;Perutz SC 200-2 Color #SC200II;;Agfa;;;;;;0;
1844;018440;Perutz SC 200-3 Color #SC200III;;Agfa;;;;~1989 ?;;0;
1845;018450;Perutz SC 200-4 Color #SC200IV;Agfa XRG 200;Agfa;3;;~1989 ?;~1995 ?;;0;
1848;018480;Perutz SC 400 Color New #SC400New;Agfacolor Vista;Agfa-Gevaert;3;;1995;2002;Kaufhäuser and Europa-Foto ;0;
1849;018490;Perutz SC 400-2 Color #SC400II;;Agfa;;;;;;0;
;;Perutz Silbereosin;Only plates ?;;;;;;Otto Perutz;0;
;;Perutz Superomnia Panchromatica ISO 100;Plates & sheets;;;;;;Otto Perutz;0;
;;PHA℞-MOR ATG 100 #Phar-Mor pharmor ATG100;;;;;;;PHA℞-MOR Drug stores, Ohio, USA;0;
;;PHA℞-MOR HP 100 #Phar-Mor pharmor HP100;;;;;;;PHA℞-MOR Drug stores, Ohio, USA;0;
;;PHA℞-MOR ISO 100 #Phar-Mor pharmor;Ferrania film ?;;2;;;;PHA℞-MOR Drug stores, Ohio, USA;0;
;;Photax +400 Svart/vit negativ film B&W #Plus400;This is a new film, manufactured on specifications by us;;;;~2006;;;1;Photax400.jpg
;;Photo Classic Film négatif couleur 135 – Iso 200;;;;Fabriqué en CEE;;;;0;PhotoClassic200.jpg
;;PHOTO EXPRESS ISO 200;;;;Made in the EU;;;Photo Express labs ?;0;Photoexpress200.jpg
;;Photo Extra Film ISO 200;;;;;;;;0;PhotoExtraFilm200.jpg
;;Photo Flair High Resolution Colour Print Film ISO 100;;;;Made in Germany;;;;0;
1395;013953;Photo Hall Color Pro ISO 200;;;;;;;;0;
1395;013953;Photo Hall Deluxe 100 Photohall;Ferrania Color FG Plus 100;;4;;;;;0;PhotoHallDelux100.jpg
0129;001298;Photo Hall Multimedia Color Prints 200 Photohall;Fuji C200 ?;;1;;;;;0;
;;Photo Hall Suncolor;;;;;;;Photo Hall stores, Belgium;0;
;;PHOTO O.P.T.I.X Colour Print Film OPTIX SUPER XL 200 ISO;;;;;;;Photo Optix, UK;0;
;;PHOTO O.P.T.I.X Colour Print Film OPTIX SUPER XL II 200 ISO;;;;;;;Photo Optix, UK;0;PhotoOptixSuperXLII200.jpg
;;Photo Plus Coulour Print Film;;;;;;;;0;Photoplus.jpg
;;Photo Service – Sélection 100 Iso #photoservice;;;2;Fabriqué en UE;;;"French labs ""photo service""";0;PhotoService100red.jpg
0497;004974;Photo Service – Sélection 200 Iso #photoservice;AGFA AgfaColor 200;Agfa;3;Fabriqué en UE;;;"French labs ""photo service""";0;Photoservice200.jpg
1555;215554;Photo Service – Sélection 400 Iso #photoservice;Kodak Color Negative 400;Kodak;3;;;;"French labs ""photo service""";0;Photoservice400.jpg
1841;018413;"Photo Service ""copper & rainbow"" – Sélection 100 Iso #photoservice";Agfa / Perutz SC 100-2;Agfa;3;Fabriqué en UE;;;"French labs ""photo service""";0;Photoservice100Cop.jpg
;;"Photo Service ""copper"" – Sélection 100 Iso #photoservice";;;2;Fabriqué en UE;;;"French labs ""photo service""";0;PhotoService100.jpg
1850;018504;"Photo Service ""gold"" – Sélection 400 Iso #photoservice";Agfa / Perutz SC 400-2;Agfa;2;Fabriqué en UE;;;"French labs ""photo service""";0;PhotoService400Gold.jpg
;;"Photo Service ""silver & rainbox"" – Sélection 200 Iso #photoservice";Agfa / Perutz SC 200-2;Agfa;1;Fabriqué en UE;;;"French labs ""photo service""";0;Photoservice200silver.jpg
;;Photo Warehouse 125 PX B&W #125PX plusx;Kodak 125PX Loaded by Photo Warehouse;Kodak;4;;;;Photo Warehouse;0;
;;Photo warehouse GAF Super Hypan 320;Expired GAF Military film from 60's;;;;;;Ultrafine / Photo warehouse USA;0;
;;Photo WareHouse Kodak 5231 Black & White Film Plus-X ISO 80 ;Kodak 5231 ;;4;;;;Ultrafine / Photo warehouse USA;0;
;;Photo warehouse Orwo NP55;Expired Orwo NP55;;;;;;Ultrafine / Photo warehouse USA;0;
;;Photo-Plait Héliochrome 23° Sch Ultra Rapide #photoplait heliochrome;;;;;early 30’s;Mid 30’s;Photo-Plait, France;0;
;;Photo-Plait Héliochrome 26° Sch Ultra Rapide #photoplait heliochrome;;;;;Mid 30’s;;Photo-Plait, France;0;
;;Photo-Plait HELIOPAN 50 ASA #photoplait;;;;;;;Photo-Plait, France;0;PhotoPlaitHeliopan.jpg
;;Photo-Plait PLATOS Extra Rapide #photoplait Extrarapide;;;;;~1926;;Photo-Plait, France;0;
;;Photo-Plait Super Héliochrome 26° Sch #photoplait heliochrome;;;;;early 30’s;Mid 30’s;Photo-Plait, France;0;
;;Photo-Plait Super Héliochrome 30° Sch #photoplait heliochrome;;;;;Mid 30’s;;Photo-Plait, France;0;
0625;306253;Photocité couleur 200 #Franceloisir photocite;Fuji C200 / Superia 200;;4;Fabriqué au Japon;;;France Loisir;0;Photocite200.jpg
0628;306284;Photocité couleur 400 #Franceloisir photocite;Fuji C400 / Superia 400;;2;;;;France Loisir;0;Photocite400.jpg
;;Photocolor;;Photocolor Corp;;;1930;;;0;
;;Photocolor Kreuzlingen Professional Color ISO 200;;;;;;;Photocolor Kreuzlingen AG;0;PhotocolorKreuzlingen200.jpg
;;Photocolor Maxima 200;Agfacolor Vista;Agfa-Gevaert;3;;2003;;Photocolor, CH;0;
;;Photocolor Professional;Agfacolor HDC;Agfa-Gevaert;3;;1997;;Photocolor, CH;0;
;;Photocolor Professional 200;Agfacolor Vista 200;Agfa-Gevaert;3;;2000;;Photocolor, CH;0;
;;PhotoFactory Ultro 200;;;;;;;;0;PhotoFactoryUltro200.jpg
